Word,UniqueLetters,Score
FEODS,5,13658
FEOFF,3,9137
FERAL,5,13873
FERES,4,16218
FERIA,5,14200
FERLY,5,11525
FERMI,5,11735
FERNS,5,14077
FERNY,5,11218
FERRY,4,12073
FESSE,3,17670
FESTA,5,15242
FESTS,4,15753
FETAL,5,13242
FETAS,5,15242
FETCH,5,9859
FETED,4,12942
FETES,4,15587
FETID,5,11435
FETOR,5,12768
FETUS,5,13201
FEUAR,5,13321
FEUDS,5,12639
FEUED,4,12473
FEVER,4,12395
FEWER,4,12615
FEYER,4,13359
FEYLY,4,10118
FEZES,4,13603
FEZZY,4,6843
FIARS,5,14366
FIATS,5,13735
FIBER,5,11465
FIBRE,5,11465
FICES,5,13333
FICHE,5,10269
FICHU,5,7883
FICIN,4,9519
FICUS,5,10947
FIDGE,5,10310
FIDOS,5,12151
FIEFS,4,12580
FIELD,5,11518
FIEND,5,11211
FIERY,5,11852
FIFED,4,9935
FIFER,4,11128
FIFES,4,12580
FIFTH,4,7599
FIFTY,4,7804
FIGHT,5,7974
FILAR,5,12366
FILCH,5,8435
FILED,5,11518
FILER,5,12711
FILES,5,14163
FILET,5,12080
FILKS,5,11001
FILLE,4,12163
FILLO,4,10796
FILLS,4,12329
FILLY,4,9470
FILMI,4,9680
FILMS,5,11353
FILMY,5,8494
FILOS,5,12796
FILTH,5,9182
FILUM,5,8801
FINAL,5,11511
FINCA,5,10681
FINCH,5,8128
FINDS,5,11377
FINED,5,11211
FINER,5,12404
FINES,5,13856
FINIS,4,12349
FINKS,5,10694
FINNY,4,8856
FINOS,5,12489
FIORD,5,10699
FIQUE,5,9379
FIRED,5,12066
FIRER,4,13259
FIRES,5,14711
FIRMS,5,11901
FIRNS,5,12570
FIRRY,4,10566
FIRST,5,12794
FIRTH,5,9730
FISCS,4,13499
FISHY,5,10406
FISTS,4,14246
FITCH,5,8352
FITLY,5,9387
FIVER,5,10888
FIVES,5,12340
FIXED,5,9423
FIXER,5,10616
FIXES,5,12068
FIXIT,4,8478
FIZZY,4,5336
FJELD,5,9075
FJORD,5,8256
FLABS,5,12245
FLACK,5,9333
FLAGS,5,12283
FLAIL,4,11818
FLAIR,5,12366
FLAKE,5,11997
FLAKS,5,12163
FLAKY,5,9304
FLAME,5,12349
FLAMS,5,12515
FLAMY,5,9656
FLANK,5,9856
FLANS,5,13184
FLAPS,5,12550
FLARE,5,13873
FLASH,5,12427
FLASK,5,12163
FLATS,5,13408
FLAVA,4,11157
FLAWS,5,11888
FLAWY,5,9029
FLAXY,5,8537
FLAYS,5,12632
FLEAM,5,12349
FLEAS,5,15325
FLECK,5,9678
FLEER,4,14218
FLEES,4,15670
FLEET,4,13587
FLESH,5,12772
FLEWS,5,12233
FLEYS,5,12977
FLICK,5,8171
FLICS,5,11499
FLIED,5,11518
FLIER,5,12711
FLIES,5,14163
FLING,5,8814
FLINT,5,9939
FLIPS,5,11388
FLIRS,5,12877
FLIRT,5,10794
FLITE,5,12080
FLITS,5,12246
FLOAT,5,11875
FLOCK,5,8311
FLOCS,5,11639
FLOES,5,14303
FLOGS,5,11261
FLONG,5,8954
FLOOD,4,10291
FLOOR,4,11484
FLOPS,5,11528
FLORA,5,12506
FLOSS,4,14469
FLOTA,5,11875
FLOUR,5,10465
FLOUT,5,9834
FLOWN,5,8559
FLOWS,5,10866
FLUBS,5,10204
FLUED,5,10639
FLUES,5,13284
FLUFF,3,6284
FLUID,5,9132
FLUKE,5,9956
FLUKY,5,7263
FLUME,5,10308
FLUMP,5,7533
FLUNG,5,7935
FLUNK,5,7815
FLUOR,5,10465
FLUSH,5,10386
FLUTE,5,11201
FLUTY,5,8508
FLUYT,5,8508
FLYBY,4,7038
FLYER,5,11525
FLYTE,5,10894
FOALS,5,13958
FOAMS,5,12982
FOAMY,5,10123
FOCAL,5,11128
FOCUS,5,11087
FOEHN,5,10932
FOGEY,5,10236
FOGGY,4,7194
FOGIE,5,11422
FOHNS,5,11098
FOILS,5,12796
FOINS,5,12489
FOIST,5,12713
FOLDS,5,11824
FOLEY,5,11444
FOLIA,5,12285
FOLIC,5,9966
FOLIO,4,11263
FOLKS,5,11141
FOLKY,5,8282
FOLLY,4,9610
FONDS,5,11517
FONDU,5,8965
FONTS,5,12079
FOODS,4,12291
FOOLS,4,12936
FOOTS,4,12853
FOOTY,4,9994
FORAM,5,11530
FORAY,5,11647
FORBS,5,11771
FORBY,5,8912
FORCE,5,12021
FORDO,4,10839
FORDS,5,12372
FORES,5,14851
FOREX,5,10756
FORGE,5,11643
FORGO,4,10276
FORKS,5,11689
FORKY,5,8830
FORME,5,11875
FORMS,5,12041
FORTE,5,12768
FORTH,5,9870
FORTS,5,12934
FORTY,5,10075
FORUM,5,9489
FOSSA,4,15958
FOSSE,4,16303
FOULS,5,11917
FOUND,5,8965
FOUNT,5,9527
FOURS,5,12465
FOVEA,5,11969
FOWLS,5,10866
FOXED,5,9563
FOXES,5,12208
FOYER,5,11992
FRACK,5,9881
FRAGS,5,12831
FRAIL,5,12366
FRAME,5,12897
FRANC,5,10902
FRANK,5,10404
FRAPS,5,13098
FRASS,4,16039
FRATS,5,13956
FRAUD,5,10842
FRAYS,5,13180
FREAK,5,12545
FREED,4,13573
FREER,3,14766
FREES,4,16218
FREMD,5,10763
FRENA,5,13566
FREON,5,12544
FRERE,3,14766
FRESH,5,13320
FRETS,5,14301
FRIAR,4,12914
FRIED,5,12066
FRIER,4,13259
FRIES,5,14711
FRIGS,5,11669
FRILL,4,10877
FRISE,5,14711
FRISK,5,11549
FRITH,5,9730
FRITS,5,12794
FRITT,4,10711
FRITZ,5,8727
FRIZZ,4,6743
FROCK,5,8859
FROES,5,14851
FROGS,5,11809
FROND,5,10065
FRONS,5,12710
FRONT,5,10627
FRORE,4,13399
FROSH,5,11953
FROST,5,12934
FROTH,5,9870
FROWN,5,9107
FROWS,5,11414
FROZE,5,10784
FRUGS,5,10790
FRUIT,5,10242
FRUMP,5,8081
FRYER,4,12073
FUBAR,5,10241
FUBSY,5,9345
FUCKS,5,9292
FUCUS,4,10068
FUDDY,4,7301
FUDGE,5,9431
FUDGY,5,6738
FUELS,5,13284
FUGAL,5,9731
FUGGY,4,6175
FUGIO,5,9036
FUGLE,5,10076
FUGUE,4,9524
FUGUS,4,9690
FUJIS,5,9661
FULLS,4,11450
FULLY,4,8591
FUMED,5,9663
FUMER,5,10856
FUMES,5,12308
FUMET,5,10225
FUNDI,5,8825
FUNDS,5,10498
FUNGI,5,8262
FUNGO,5,8402
FUNKS,5,9815
FUNKY,5,6956
FUNNY,4,7977
FURAN,5,11180
FURLS,5,11998
FUROR,4,11013
FURRY,4,9687
FURZE,5,9765
FURZY,5,7072
FUSED,5,12639
FUSEE,4,15118
FUSEL,5,13284
FUSES,4,15284
FUSIL,5,11777
FUSSY,4,12591
FUSTY,5,10508
FUTON,5,9527
FUZED,5,8572
FUZEE,4,11051
FUZES,5,11217
FUZIL,5,7710
FUZZY,4,4457
FYCES,5,12147
FYKES,5,11649
FYTTE,4,10811
GABBA,3,10863
GABBY,4,8515
GABLE,5,12454
GADDI,4,10903
GADID,4,10903
GADIS,5,13548
GAFFE,4,10534
GAFFS,4,10700
GAGED,4,11847
GAGER,4,13040
GAGES,4,14492
GAILY,5,11334
GAINS,5,13886
GAITS,5,14110
GALAH,4,12291
GALAS,4,15355
GALAX,4,11260
GALEA,4,15189
GALED,5,13055
GALES,5,15700
GALLS,4,13866
GALLY,4,11007
GALOP,5,11392
GAMAS,4,14379
GAMAY,4,11520
GAMBA,4,11133
GAMBE,5,11478
GAMBS,5,11644
GAMED,5,12079
GAMER,5,13272
GAMES,5,14724
GAMEY,5,11865
GAMIC,5,10387
GAMIN,5,10910
GAMMA,3,11403
GAMMY,4,9055
GAMPS,5,11949
GAMUT,5,10255
GANEF,5,11810
GANEV,5,11570
GANGS,4,12351
GANJA,4,10932
GANOF,5,10443
GAOLS,5,14333
GAPED,5,12114
GAPER,5,13307
GAPES,5,14759
GAPPY,4,9125
GARBS,5,13168
GARDA,4,13258
GARNI,5,12434
GARTH,5,11267
GASES,4,17700
GASPS,4,14925
GASSY,4,15007
GASTS,4,15783
GATCH,5,9889
GATED,5,12972
GATER,5,14165
GATES,5,15617
GATOR,5,12798
GAUCH,5,9420
GAUDS,5,12669
GAUDY,5,9810
GAUGE,4,11940
GAULT,5,11231
GAUMS,5,12338
GAUNT,5,10924
GAURS,5,13862
GAUSS,4,15314
GAUZE,5,11081
GAUZY,5,8388
GAVEL,5,11877
GAVOT,5,10427
GAWKS,5,10935
GAWKY,5,8076
GAWPS,5,11322
GAWSY,5,11404
GAYAL,4,12496
GAYER,5,13389
GAYLY,4,10148
GAZAR,4,11836
GAZED,5,10988
GAZER,5,12181
GAZES,5,13633
GAZOO,4,10733
GEANS,5,15393
GEARS,5,16248
GECKO,5,10520
GECKS,5,12053
GEEKS,4,14717
GEEKY,4,11858
GEESE,3,17879
GEEST,4,15962
GELDS,5,13566
GELEE,3,15879
GELID,5,11893
GELLY,4,11352
GELTS,5,14128
GEMMA,4,11748
GEMMY,4,9400
GEMOT,5,11619
GENES,4,15738
GENET,4,13655
GENIC,5,11401
GENIE,4,14065
GENII,4,12558
GENIP,5,11290
GENOA,5,13860
GENOM,5,11395
GENRE,4,14286
GENRO,5,12919
GENTS,5,13821
GENUA,5,12841
GENUS,5,13352
GEODE,4,13867
GEOID,5,12360
GERAH,5,13184
GERMS,5,13783
GERMY,5,10924
GESSO,4,16678
GESTE,4,15962
GESTS,4,16128
GETAS,5,15617
GETUP,5,10635
GEUMS,5,12683
GHAST,5,12719
GHATS,5,12719
GHAUT,5,10167
GHAZI,5,9062
GHEES,4,14981
GHOST,5,11697
GHOUL,5,9228
GHYLL,4,8454
GIANT,5,11803
GIBED,5,10647
GIBER,5,11840
GIBES,5,13292
GIDDY,4,8555
GIFTS,5,11038
GIGAS,4,12985
GIGHE,4,10266
GIGOT,4,9880
GIGUE,4,10778
GILDS,5,12059
GILLS,4,12704
GILLY,4,9845
GILTS,5,12621
GIMEL,5,11562
GIMME,4,10586
GIMPS,5,10787
GIMPY,5,7928
GINCH,5,8503
GINKS,5,11069
GINNY,4,9231
GIPON,5,9923
GIPSY,5,10904
GIRDS,5,12607
GIRLS,5,13252
GIRLY,5,10393
GIRNS,5,12945
GIRON,5,11412
GIROS,5,13719
GIRSH,5,12188
GIRTH,5,10105
GIRTS,5,13169
GISMO,5,12195
GISTS,4,14621
GITCH,5,8727
GITES,5,14455
GIVEN,5,10408
GIVER,5,11263
GIVES,5,12715
GIZMO,5,8128
GLACE,5,12870
GLADE,5,13055
GLADS,5,13221
GLADY,5,10362
GLAIR,5,12741
GLAMS,5,12890
GLAND,5,10914
GLANS,5,13559
GLARE,5,14248
GLARY,5,11555
GLASS,4,15866
GLAZE,5,11633
GLAZY,5,8940
GLEAM,5,12724
GLEAN,5,13393
GLEBA,5,12454
GLEBE,4,12799
GLEDE,4,13400
GLEDS,5,13566
GLEED,4,13400
GLEEK,4,12717
GLEES,4,16045
GLEET,4,13962
GLENS,5,13904
GLEYS,5,13352
GLIAL,4,12193
GLIAS,5,14193
GLIDE,5,11893
GLIFF,4,7538
GLIME,5,11562
GLIMS,5,11728
GLINT,5,10314
GLITZ,5,8554
GLOAM,5,11357
GLOAT,5,12250
GLOBE,5,11432
GLOBS,5,11598
GLOGG,3,8428
GLOMS,5,11868
GLOOM,4,10335
GLOOP,4,10370
GLOPS,5,11903
GLORY,5,10533
GLOSS,4,14844
GLOST,5,12761
GLOUT,5,10209
GLOVE,5,10855
GLOWS,5,11241
GLOZE,5,10611
GLUED,5,11014
GLUER,5,12207
GLUES,5,13659
GLUEY,5,10800
GLUGS,4,10617
GLUME,5,10683
GLUMS,5,10849
GLUON,5,9985
GLUTE,5,11576
GLUTS,5,11742
GLYPH,5,7513
GNARL,5,12107
GNARR,4,12655
GNARS,5,14107
GNASH,5,12495
GNATS,5,13476
GNAWN,4,9649
GNAWS,5,11956
GNOME,5,11395
GOADS,5,13688
GOALS,5,14333
GOATS,5,14250
GOATY,5,11391
GOBAN,5,10780
GOBOS,4,12065
GODET,5,11950
GODLY,5,9340
GOERS,5,15226
GOEST,5,14595
GOETH,5,11531
GOFER,5,11643
GOGOS,3,12103
GOING,4,9656
GOJIS,5,11055
GOLDS,5,12199
GOLEM,5,11702
GOLFS,5,11261
GOLLY,4,9985
GOMBO,4,9089
GOMER,5,12250
GONAD,5,11381
GONCH,5,8643
GONEF,5,10788
GONER,5,12919
GONGS,4,11329
GONIA,5,12353
GONIF,5,9281
GONOF,4,9421
GONZO,4,8937
GOODS,4,12666
GOODY,4,9807
GOOEY,4,12286
GOOFS,4,11728
GOOFY,4,8869
GOOKS,4,11983
GOOKY,4,9124
GOOLY,4,10452
GOONS,4,13004
GOONY,4,10145
GOOPS,4,12370
GOOPY,4,9511
GOOSE,4,15145
GOOSY,4,12452
GOPIK,5,8902
GORAL,5,12881
GORED,5,12581
GORES,5,15226
GORGE,4,12018
GORMS,5,12416
GORPS,5,12451
GORSE,5,15226
GORSY,5,12533
GOTCH,5,8867
GOTHS,5,11697
GOUGE,4,10918
GOURD,5,10195
GOUTS,5,12209
GOUTY,5,9350
GOWAN,5,10423
GOWDS,5,10596
GOWKS,5,9913
GOWNS,5,10934
GOXES,5,12583
GRAAL,4,13903
GRABS,5,13168
GRACE,5,13418
GRADE,5,13603
GRADS,5,13769
GRAFT,5,10748
GRAIL,5,12741
GRAIN,5,12434
GRAMA,4,12927
GRAMP,5,10497
GRAMS,5,13438
GRANA,4,13596
GRAND,5,11462
GRANS,5,14107
GRANT,5,12024
GRAPE,5,13307
GRAPH,5,10409
GRAPY,5,10614
GRASP,5,13473
GRASS,4,16414
GRATE,5,14165
GRAVE,5,12425
GRAVY,5,9732
GRAYS,5,13555
GRAZE,5,12181
GREAT,5,14165
GREBE,4,13347
GREED,4,13948
GREEK,4,13265
GREEN,4,14286
GREES,4,16593
GREET,4,14510
GREGO,4,12018
GREYS,5,13900
GRIDE,5,12441
GRIDS,5,12607
GRIEF,5,11503
GRIFF,4,8086
GRIFT,5,9586
GRIGS,4,12044
GRILL,4,11252
GRIME,5,12110
GRIMY,5,9417
GRIND,5,10300
GRINS,5,12945
GRIOT,5,11636
GRIPE,5,12145
GRIPS,5,12311
GRIPT,5,10228
GRIPY,5,9452
GRIST,5,13169
GRITH,5,10105
GRITS,5,13169
GROAN,5,12574
GROAT,5,12798
GRODY,5,9888
GROGS,4,12184
GROIN,5,11412
GROKS,5,12064
GROOM,4,10883
GROPE,5,12285
GROSS,4,15392
GROSZ,5,11325
GROTS,5,13309
GROUP,5,9899
GROUT,5,10757
GROVE,5,11403
GROVY,5,8710
GROWL,5,9789
GROWN,5,9482
GROWS,5,11789
GRRRL,3,12021
GRUBS,5,11127
GRUEL,5,12207
GRUES,5,14207
GRUFF,4,7207
GRUME,5,11231
GRUMP,5,8456
GRUNT,5,9983
GUACO,5,10951
GUANO,5,11474
GUANS,5,13007
GUARD,5,11217
GUARS,5,13862
GUAVA,4,10980
GUCKS,5,9667
GUDES,5,13014
GUESS,4,15659
GUEST,5,13576
GUFFS,4,8659
GUIDE,5,11341
GUIDS,5,11507
GUILD,5,9507
GUILE,5,11986
GUILT,5,10069
GUIRO,5,11167
GUISE,5,13986
GULAG,4,10106
GULAR,5,11862
GULCH,5,7931
GULES,5,13659
GULFS,5,10242
GULFY,5,7383
GULLS,4,11825
GULLY,4,8966
GULPS,5,10884
GULPY,5,8025
GUMBO,5,8070
GUMMA,4,9362
GUMMI,4,8200
GUMMY,4,7014
GUNGE,4,10144
GUNGY,4,7451
GUNKS,5,10190
GUNKY,5,7331
GUNNY,4,8352
GUPPY,4,7084
GURDY,5,8869
GURGE,4,10999
GURRY,4,10062
GURSH,5,11309
GURUS,4,11821
GUSHY,5,9902
GUSSY,4,12966
GUSTO,5,12209
GUSTS,4,13742
GUSTY,5,10883
GUTSY,5,10883
GUTTA,4,11148
GUTTY,4,8800
GUYED,5,10155
GUYOT,5,9350
GWINE,5,10628
GYBED,5,9461
GYBES,5,12106
GYNIE,5,11372
GYNOS,5,11678
GYOZA,5,9407
GYPOS,5,11044
GYPPO,4,8103
GYPSY,4,9718
GYRAL,5,11555
GYRED,5,11255
GYRES,5,13900
GYRON,5,10226
GYROS,5,12533
GYRUS,5,11514
GYVED,5,8884
GYVES,5,11529
HAAFS,4,13916
HAARS,4,16047
HABIT,5,11008
HABUS,5,12212
HACEK,5,11686
HACKS,5,11852
HADAL,4,12854
HADED,4,12554
HADES,5,15199
HADJI,5,9576
HADST,5,13282
HAEMS,5,14868
HAETS,5,15761
HAFIZ,5,8687
HAFTS,5,12344
HAHAS,3,14435
HAICK,5,10179
HAIKA,4,12498
HAIKS,5,13009
HAIKU,5,10457
HAILS,5,14337
HAINT,5,11947
HAIRS,5,14885
HAIRY,5,12026
HAJES,5,13728
HAJIS,5,12221
HAJJI,4,8105
HAKES,5,14516
HAKIM,5,10033
HAKUS,5,12130
HALAL,3,13499
HALED,5,13199
HALER,5,14392
HALES,5,15844
HALID,5,11692
HALLO,4,12477
HALLS,4,14010
HALMA,4,12523
HALMS,5,13034
HALON,5,12170
HALOS,5,14477
HALTS,5,13927
HALVA,4,11676
HALVE,5,12021
HALWA,4,11896
HAMAL,4,12523
HAMES,5,14868
HAMMY,4,9199
HAMZA,4,10456
HANCE,5,12707
HANDS,5,13058
HANDY,5,10199
HANGS,5,12495
HANKS,5,12375
HANKY,5,9516
HANSA,4,15192
HANSE,5,15537
HANTS,5,13620
HAPAX,4,10463
HAPLY,5,10210
HAPPI,4,10455
HAPPY,4,9269
HARAM,4,13071
HARDS,5,13913
HARDY,5,11054
HARED,5,13747
HAREM,5,13416
HARES,5,16392
HARKS,5,13230
HARLS,5,14558
HARMS,5,13582
HARPS,5,13617
HARPY,5,10758
HARRY,4,12247
HARSH,4,13494
HARTS,5,14475
HASPS,4,15069
HASTE,5,15761
HASTY,5,13068
HATCH,4,10033
HATED,5,13116
HATER,5,14309
HATES,5,15761
HAUGH,4,9186
HAULM,5,10482
HAULS,5,13458
HAUNT,5,11068
HAUTE,5,13209
HAVEN,5,11714
HAVER,5,12569
HAVES,5,14021
HAVOC,5,9824
HAWED,5,11596
HAWKS,5,11079
HAWSE,5,14241
HAYED,5,12340
HAYER,5,13533
HAYEY,4,12126
HAZAN,4,11125
HAZED,5,11132
HAZEL,5,11777
HAZER,5,12325
HAZES,5,13777
HEADS,5,15199
HEADY,5,12340
HEALS,5,15844
HEAPS,5,14903
HEAPY,5,12044
HEARD,5,13747
HEARS,5,16392
HEART,5,14309
HEATH,4,12697
HEATS,5,15761
HEAVE,4,13855
HEAVY,5,11162
HECKS,5,12197
HEDER,4,14092
HEDGE,4,12336
HEDGY,5,9643
HEEDS,4,15544
HEELS,4,16189
HEEZE,3,13956
HEFTS,5,12689
HEFTY,5,9830
HEIGH,4,10410
HEILS,5,14682
HEIRS,5,15230
HEIST,5,14599
HELIO,5,13149
HELIX,5,10587
HELLO,4,12822
HELLS,4,14355
HELMS,5,13379
HELOS,5,14822
HELOT,5,12739
HELPS,5,13414
HELVE,4,12366
HEMAL,5,12868
HEMES,4,15213
HEMIC,5,10876
HEMIN,5,11399
HEMPS,5,12438
HEMPY,5,9579
HENCE,4,13052
HENGE,4,12674
HENNA,4,13230
HENRY,5,11737
HENTS,5,13965
HERBS,5,13657
HERBY,5,10798
HERDS,5,14258
HERES,4,16737
HERLS,5,14903
HERMA,5,13416
HERMS,5,13927
HERNS,5,14596
HERON,5,13063
HEROS,5,15370
HERRY,4,12592
HERTZ,5,10753
HESTS,4,16272
HETHS,4,13208
HEUCH,4,9909
HEUGH,4,9531
HEVEA,4,13855
HEWED,4,11941
HEWER,4,13134
HEXAD,5,11104
HEXED,4,11449
HEXER,4,12642
HEXES,4,14094
HEXYL,5,9401
HICKS,5,10690
HIDED,4,11392
HIDER,5,12585
HIDES,5,14037
HIGHS,4,10576
HIGHT,4,8493
HIJAB,5,8975
HIJRA,5,10769
HIKED,5,10709
HIKER,5,11902
HIKES,5,13354
HILAR,5,12885
HILLO,4,11315
HILLS,4,12848
HILLY,4,9989
HILTS,5,12765
HILUM,5,9320
HILUS,5,12296
HIMBO,5,9093
HINDS,5,11896
HINGE,5,11167
HINKY,5,8354
HINNY,4,9375
HINTS,5,12458
HIPLY,5,9048
HIPPO,4,9433
HIPPY,4,8107
HIRED,5,12585
HIREE,4,15064
HIRER,4,13778
HIRES,5,15230
HISSY,4,13989
HISTS,4,14765
HITCH,4,8871
HIVED,5,10214
HIVES,5,12859
HOAGY,5,10410
HOARD,5,12380
HOARS,5,15025
HOARY,5,12166
HOBBY,4,7637
HOBOS,4,12209
HOCKS,5,10830
HOCUS,5,11606
HODAD,4,11187
HOERS,5,15370
HOGAN,5,10962
HOGGS,4,10572
HOICK,5,9157
HOISE,5,15149
HOIST,5,13232
HOKED,5,10849
HOKES,5,13494
HOKEY,5,10635
HOKKU,4,7780
HOKUM,5,8132
HOLDS,5,12343
HOLED,5,12177
HOLES,5,14822
HOLEY,5,11963
HOLKS,5,11660
HOLLA,4,12477
HOLLO,3,11455
HOLLY,4,10129
HOLME,5,11846
HOLMS,5,12012
HOLOS,4,13455
HOLTS,5,12905
HOMAS,5,13501
HOMED,5,11201
HOMER,5,12394
HOMES,5,13846
HOMEY,5,10987
HOMIE,5,12173
HOMOS,4,12479
HONAN,4,11863
HONDA,5,11525
HONED,5,11870
HONER,5,13063
HONES,5,14515
HONEY,5,11656
HONGI,5,9800
HONGS,5,11473
HONKS,5,11353
HONOR,4,11696
HOOCH,3,9561
HOODS,4,12810
HOODY,4,9951
HOOEY,4,12430
HOOFS,4,11872
HOOKA,4,11616
HOOKS,4,12127
HOOKY,4,9268
HOOLY,4,10596
HOOPS,4,12514
HOOTS,4,13372
HOOTY,4,10513
HOPAK,5,10208
HOPED,5,11236
HOPER,5,12429
HOPES,5,13881
HOPPY,4,8247
HORAH,4,11961
HORAL,5,13025
HORAS,5,15025
HORDE,5,12725
HORKS,5,12208
HORNS,5,13229
HORNY,5,10370
HORSE,5,15370
HORST,5,13453
HORSY,5,12677
HOSED,5,14177
HOSEL,5,14822
HOSEN,5,14515
HOSER,5,15370
HOSES,4,16822
HOSEY,5,13963
HOSTA,5,14394
HOSTS,4,14905
HOTCH,4,9011
HOTEL,5,12739
HOTLY,5,10046
HOTTY,4,9963
HOUND,5,9484
HOURI,5,11311
HOURS,5,12984
HOUSE,5,14270
HOVEL,5,10999
HOVER,5,11547
HOWDY,5,7881
HOWES,5,13219
HOWFF,4,6219
HOWFS,5,9802
HOWKS,5,10057
HOWLS,5,11385
HOYAS,5,13618
HOYLE,5,11963
HUBBY,4,6618
HUCKS,5,9811
HUFFS,4,8803
HUFFY,4,5944
HUGER,5,11143
HUGGY,4,6694
HULAS,5,13458
HULKS,5,10641
HULKY,5,7782
HULLO,4,10436
HULLS,4,11969
HUMAN,5,10175
HUMIC,5,8490
HUMID,5,8675
HUMOR,5,10008
HUMPH,4,6988
HUMPS,5,10052
HUMPY,5,7193
HUMUS,4,10441
HUNCH,4,7768
HUNKS,5,10334
HUNKY,5,7475
HUNTS,5,11579
HURDS,5,11872
HURLS,5,12517
HURLY,5,9658
HURRY,4,10206
HURST,5,12434
HURTS,5,12434
HUSKS,4,12641
HUSKY,5,9782
HUSSY,4,13110
HUTCH,4,7992
HUZZA,4,7324
HWYLS,5,10059
HYDRA,5,11054
HYDRO,5,10032
HYENA,5,12678
HYING,5,8474
HYLAS,5,13151
HYMEN,5,10213
HYMNS,5,10379
HYOID,5,9811
HYPED,5,9910
HYPER,5,11103
HYPES,5,12555
HYPHA,4,9146
HYPOS,5,11188
HYRAX,5,9604
HYSON,5,11822
IAMBI,4,11506
IAMBS,5,13179
ICHOR,5,11033
ICIER,4,13791
ICILY,4,10550
ICING,4,9894
ICKER,5,12136
ICONS,5,13242
ICTIC,3,10496
ICTUS,5,12447
IDEAL,5,14590
IDEAS,5,16590
IDENT,5,12711
IDIOM,4,11085
IDIOT,4,11978
IDLED,4,12456
IDLER,5,13649
IDLES,5,15101
IDOLS,5,13734
IDYLL,4,10408
IDYLS,5,12408
IGGED,4,10685
IGLOO,4,11638
IGLUS,5,12152
IHRAM,5,11909
IKATS,5,13990
IKONS,5,12744
ILEAC,5,14405
ILEAL,4,15235
ILEUM,5,12218
ILEUS,5,15194
ILIAC,4,12898
ILIAD,4,13083
ILIAL,3,13728
ILIUM,4,10711
ILLER,4,14294
IMAGE,5,13051
IMAGO,5,11684
IMAMS,4,13449
IMAUM,4,10897
IMBED,5,10879
IMBUE,5,10972
IMIDE,4,12452
IMIDO,4,11085
IMIDS,4,12618
IMINE,4,12790
IMINO,4,11423
IMMIX,3,8192
IMPED,5,11184
IMPEL,5,11829
IMPIS,4,12322
IMPLY,5,9136
IMPRO,5,11010
INANE,4,14621
INAPT,5,12070
INARM,5,12666
INBOX,5,8731
INBYE,5,11334
INCOG,5,10034
INCUR,5,10771
INCUS,5,12223
INDEX,5,10699
INDIE,4,13121
INDOL,5,11427
INDOW,5,9824
INDRI,4,11835
INDUE,5,12242
INEPT,5,12415
INERT,5,13904
INFER,5,12404
INFIX,4,8254
INFOS,5,12489
INFRA,5,12059
INGLE,5,12231
INGOT,5,10781
INION,3,12092
INKED,5,11466
INKER,5,12659
INKLE,5,12111
INLAY,5,12235
INLET,5,13356
INNED,4,12487
INNER,4,13680
INPUT,5,10029
INRUN,4,11294
INSET,5,15356
INTER,5,13904
INTIS,4,13849
INTRO,5,12537
INURE,5,13435
INURN,4,11294
INVAR,5,11819
IODIC,4,11231
IODID,3,11416
IODIN,4,11754
IONIC,4,11569
IOTAS,5,15785
IRADE,5,15138
IRATE,5,15700
IRIDS,4,14142
IRING,4,11272
IRKED,5,12321
IROKO,4,12066
IRONE,5,14454
IRONS,5,14620
IRONY,5,11761
ISBAS,4,16155
ISLED,5,15101
ISLES,4,17746
ISLET,5,15663
ISSEI,3,18073
ISSUE,4,17194
ISTLE,5,15663
ITCHY,5,9076
ITEMS,5,14687
ITHER,5,13147
IVIED,4,11605
IVIES,4,14250
IVORY,5,10245
IXIAS,4,13633
IXNAY,5,10140
IXORA,5,12321
IXTLE,5,11568
IZARD,5,11237
IZARS,5,13882
JABOT,5,10096
JACAL,4,11617
JACKS,5,10800
JACKY,5,7941
JADED,4,11502
JADES,5,14147
JAGER,5,12132
JAGGS,4,10542
JAGGY,4,7683
JAGRA,4,11787
JAILS,5,13285
JAKER,5,12012
JAKES,5,13464
JALAP,4,11506
JALOP,5,10484
JAMBE,5,10570
JAMBS,5,10736
JAMMY,4,8147
JANES,5,14485
JANNY,4,9485
JANTY,5,9709
JAPAN,4,11199
JAPED,5,11206
JAPER,5,12399
JAPES,5,13851
JARLS,5,13506
JATOS,5,13342
JAUKS,5,11078
JAUNT,5,10016
JAUPS,5,11465
JAVAS,4,12624
JAWAN,4,10537
JAWED,5,10544
JAZZY,4,5965
JEANS,5,14485
JEBEL,4,11891
JEEPS,4,14196
JEERS,4,15685
JEEZE,3,12904
JEFES,4,13554
JEHAD,5,11083
JEHUS,5,11687
JELLO,4,11770
JELLS,4,13303
JELLY,4,10444
JEMMY,4,8492
JENNY,4,9830
JERID,5,11533
JERKS,5,12523
JERKY,5,9664
JERRY,4,11540
JESSE,3,17137
JESTS,4,15220
JETES,4,15054
JETON,5,11380
JETTY,4,10278
JEWEL,4,11534
JIBBA,4,8793
JIBBS,4,9304
JIBED,5,9739
JIBER,5,10932
JIBES,5,12384
JIFFS,4,8630
JIFFY,4,5771
JIGGY,4,6521
JIHAD,5,9576
JILLS,4,11796
JILTS,5,11713
JIMMY,4,6985
JIMPY,5,7020
